Country Name,Country Code,adolescent_fertility,gdp_per_capita,female_labor_force_participation,female_life_expectancy,maternal_mortality,women_in_parliament,female_secondary_enrollment,female_tertiary_enrollment,female_unemployment,female_secondary_enrollment_norm,female_tertiary_enrollment_norm,female_labor_force_participation_norm,female_life_expectancy_norm,women_in_parliament_norm,female_unemployment_norm,maternal_mortality_norm,adolescent_fertility_norm,education_index,economic_participation_index,health_index,political_representation_index,womens_development_index
Bahrain,BHR,7.535,29290.1284215098,42.382,81.987,17.0,20.0,101.916572717024,84.3254442585066,3.591,0.6618511081085523,0.48611968696892344,0.48173182784136,0.8169850361351844,0.32653061224489793,0.9149786378487057,0.9838709677419355,0.9537863189201555,0.5739853975387379,0.6983552328450329,0.9182141075990918,0.32653061224489793,0.6292713375569401
Russian Federation,RUS,12.974,14159.3876953125,55.363,78.73,9.0,16.4444444444445,91.6148817164136,98.1264801025391,3.188,0.5930903571326891,0.5678373224739748,0.6479120260132626,0.7193150808168651,0.26848072562358366,0.9251068107564715,0.9919354838709677,0.9182338137725921,0.5804638398033319,0.7865094183848671,0.8764947928201416,0.26848072562358366,0.6279871941579811
Timor-Leste,TLS,27.406,1502.41147438211,60.774,69.436,192.0,36.9230769230769,89.3942621030436,31.5507306442772,1.542,0.5782683757474966,0.17363409822408862,0.7171825793071663,0.4406093501664319,0.6028257456828882,0.9664739884393063,0.8074596774193549,0.8238977677550087,0.3759512369857926,0.8418282838732363,0.6906555984469317,0.6028257456828882,0.6278152162472121
Rwanda,RWA,30.779,1027.03446826565,58.044,69.886,229.0,61.25,48.7785157251447,7.74449892974717,14.365,0.3071702402837124,0.03267446389070393,0.6822336584991165,0.4541038174348515,1.0,0.6442070872078411,0.7701612903225806,0.8018498545609046,0.16992235208720818,0.6632203728534789,0.6753716541061122,1.0,0.6271285947616998
Uganda,UGA,106.954,1002.30913917142,75.445,71.116,170.0,33.8129496402878,94.6070022583008,60.20214459287705,3.341,0.6130618798136043,0.343282654188705,0.904997823693576,0.49098869463519945,0.5520481573924538,0.9212616235234984,0.8296370967741935,0.30392522142693723,0.47817226700115467,0.9131297236085372,0.5415170042787767,0.5520481573924538,0.6212167880702306
Jamaica,JAM,36.541,7542.40084275345,63.047,73.994,130.0,28.5714285714286,85.6044566148171,60.20214459287705,3.93,0.5529725411697111,0.343282654188705,0.7462810763755535,0.5772933097430053,0.46647230320699756,0.9064589092736869,0.8699596774193549,0.7641860313102592,0.44812759767920807,0.8263699928246202,0.7371463394908732,0.46647230320699756,0.6195290583004248
Thailand,THA,26.145,7195.10130919449,60.311,80.861,34.0,18.8376753507014,96.6361035696829,52.2406320377059,0.808,0.6266055329836009,0.29614155634613404,0.711255344752541,0.7832188802590938,0.30755388327675753,0.9849208343804976,0.966733870967742,0.8321404059221492,0.46137354466486746,0.8480880895665193,0.8606977190496616,0.30755388327675753,0.6194283091394515
Slovak Republic,SVK,24.59,24614.8734642794,55.698,81.5,4.0,22.0,93.5071716308594,63.110668182373,5.936,0.6057208345536907,0.36050438111053196,0.6522006298486827,0.80238102378025,0.35918367346938773,0.8560442322191506,0.9969758064516129,0.8423048011242932,0.48311260783211135,0.7541224310339166,0.8805538771187186,0.35918367346938773,0.6192431473635336
Japan,JPN,1.737,33836.1756271617,54.847,87.14,3.0,10.3448275862069,101.637001037598,63.6293296813965,2.322,0.6599850495529447,0.3635754398199427,0.6413062959264664,0.9715116802111133,0.16889514426460245,0.9468710731339532,0.9979838709677419,0.9916854593587606,0.5117802446864437,0.7940886845302098,0.987060336845872,0.16889514426460245,0.615456102581782
Kazakhstan,KAZ,18.235,12879.4275257974,65.029,78.394,10.0,18.3673469387755,94.8671029040021,59.9310187694943,5.473,0.614797974958243,0.34167728474675996,0.7716542489182475,0.7092392119231116,0.29987505206164083,0.8676803216888666,0.9909274193548387,0.8838448213877177,0.47823762985250146,0.819667285303557,0.861337150888556,0.29987505206164083,0.6147792795265639
Turkiye,TUR,12.055,13375.0947282864,35.764,79.855,15.0,19.8333333333333,116.872711181641,109.999862670898,12.719,0.7616789239948105,0.6381410851696364,0.3970094989374504,0.753051248987915,0.32380952380952327,0.6855742648906761,0.9858870967741935,0.9242409386541164,0.6999100045822235,0.5412918819140633,0.8877264281387416,0.32380952380952327,0.6131844596111379
Uzbekistan,UZB,34.081,2878.96879292451,41.24,75.401,26.0,33.5714285714286,97.0191649872622,46.4659334224552,6.554,0.6291623550374822,0.26194885357182557,0.46711216939345057,0.6194860107355982,0.548104956268222,0.840512691631063,0.9747983870967742,0.7802660391541654,0.4455556043046539,0.6538124305122568,0.791516812328846,0.548104956268222,0.6097474508534947
Mongolia,MNG,19.739,5838.63108083902,52.467,76.85,41.0,17.1052631578947,99.3672996596348,85.6669090196632,4.345,0.6448354618560845,0.4940626652811249,0.6108380059912435,0.6629381953399104,0.27926960257787264,0.896029153053531,0.9596774193548387,0.8740137922018498,0.5694490635686047,0.7534335795223872,0.8322098022988662,0.27926960257787264,0.6085905119919327
Georgia,GEO,21.137,8283.66960652261,56.251,79.107,20.0,18.4397163120567,99.8475609756098,84.0958562940011,10.177,0.6480410645818061,0.4847602683128289,0.6592800266277491,0.7306204456172968,0.30105659284990527,0.7494596632319679,0.9808467741935484,0.8648756414027519,0.5664006664473176,0.7043698449298585,0.8587809537378656,0.30105659284990527,0.6076520144912367
Colombia,COL,59.473,7000.83660501046,51.833,80.452,59.0,28.8770053475936,103.587738037109,64.3223495483398,11.874,0.6730056440393092,0.36767889593183445,0.60272166321018,0.7709539088973519,0.4714613117974465,0.7068107564714752,0.9415322580645161,0.6142889825799915,0.5203422699855718,0.6547662098408276,0.7755917165139531,0.4714613117974465,0.6055403770344497
"Bahamas, The",BHS,24.564,38231.774484278,71.014,78.187,76.0,17.9487179487179,95.1823072325164,60.20214459287705,8.225,0.6169018709436886,0.343282654188705,0.8482730368435876,0.7030317569796382,0.2930402930402922,0.7985172153807489,0.9243951612903226,0.8424747524267084,0.48009226256619686,0.8233951261121683,0.8233005568988897,0.2930402930402922,0.6049570596543867
"Korea, Dem. People's Rep.",PRK,0.512,7133.02838048328,77.724,75.744,67.0,17.6128093158661,94.6070022583008,17.9555892944336,3.586,0.6130618798136043,0.09313558941494408,0.934173131576926,0.6297717935646384,0.28755607046312004,0.9151042975622016,0.9334677419354839,0.9996927803379416,0.35309873461427416,0.9246387145695638,0.8543107719460213,0.28755607046312004,0.6049010728982449
Qatar,QAT,5.693,81816.9797967481,63.308,83.368,4.0,4.44444444444444,100.555801391602,72.1567687988281,0.378,0.6527683606026434,0.414067458641204,0.7496223468264331,0.8583980567967131,0.07256235827664392,0.995727569741141,0.9969758064516129,0.965826715037422,0.5334179096219237,0.872674958283787,0.940400192761916,0.07256235827664392,0.6047638547360676
Philippines,PHL,31.887,3804.08274131097,50.445,72.819,84.0,27.3311897106109,92.2052107888903,50.9499907329313,2.48,0.5970306296902699,0.2884995099879298,0.5849527613487978,0.5420577563199088,0.4462235054793616,0.9429002261874843,0.9163306451612904,0.7946073144425924,0.4427650698390998,0.763926493768141,0.7509985719745972,0.4462235054793616,0.6009784102653
Ukraine,UKR,11.377,5139.59814453125,47.738,80.198,15.0,20.4326923076923,87.33740234375,82.0221481323242,10.15,0.5645394431195736,0.4724815865084457,0.5502982819981053,0.7633370318169548,0.33359497645211916,0.7501382256848454,0.9858870967741935,0.9286727456940223,0.5185105148140097,0.6502182538414754,0.8926322914283902,0.33359497645211916,0.5987390091339987
Hungary,HUN,17.537,22230.6277875187,53.995,79.9,12.0,14.070351758794,104.916549682617,63.1527786254883,4.156,0.6818750701020001,0.3607537222382808,0.6303991602017563,0.754400695714757,0.2297200287150041,0.9007790902236743,0.9889112903225806,0.8884073601987122,0.5213143961701404,0.7655891252127154,0.8772397820786834,0.2297200287150041,0.5984658330441358
Saudi Arabia,SAU,11.114,36156.848337701,34.278,81.156,7.0,19.8675496688742,120.79801594321,78.4519577026367,12.434,0.7878791762833546,0.4513420486133264,0.3779860204316768,0.7920652532461692,0.3243681578591706,0.6927368685599398,0.9939516129032258,0.9303918684838383,0.6196106124483405,0.5353614444958082,0.9054695782110778,0.3243681578591706,0.5962024482535992
Panama,PAN,57.342,18797.1933994045,52.694,82.557,37.0,22.5352112676056,94.6070022583008,66.3187931744362,8.544,0.6130618798136043,0.37950008489094217,0.6137440151573341,0.8340780280085165,0.367921816613969,0.7905001256597135,0.9637096774193549,0.6282184527894892,0.49628098235227325,0.7021220704085238,0.8086687194057868,0.367921816613969,0.5937483971951382
Montenegro,MNE,9.375,12259.8775034436,51.777,80.2,6.0,20.9876543209877,95.1452331542969,66.92431640625,14.151,0.6166544123992653,0.3830854626340626,0.6020047622705277,0.763397007227037,0.3426555807508196,0.6495853229454637,0.9949596774193549,0.941758995979998,0.499869937516664,0.6257950426079957,0.9000385602087966,0.3426555807508196,0.592089780271069
Dominican Republic,DOM,52.774,10630.431743829,52.482,76.975,124.0,27.8947368421053,79.048372719494,77.1815521515176,8.442,0.5092126135931154,0.44381982064847153,0.6110300330286503,0.6666866584700271,0.45542427497314775,0.7930635838150288,0.876008064516129,0.6580775893061411,0.4765162171207935,0.7020468084218396,0.7335907707640991,0.45542427497314775,0.5918945178199699
Brazil,BRA,42.686,10377.5897719195,53.205,78.983,67.0,17.5438596491228,108.587013244629,72.5810623168945,9.698,0.7063743324986816,0.4165797528956602,0.6202857362316613,0.7269019701922212,0.28643036161833146,0.7614978637848706,0.9334677419354839,0.7240186946432656,0.5614770426971709,0.690891800008266,0.7947961355903236,0.28643036161833146,0.583398834978523
Indonesia,IDN,26.419,4876.30774512252,53.487,73.268,140.0,21.5652173913044,97.4046705284819,49.8897505872353,3.083,0.6317354908962506,0.28222169731118996,0.6238958445349104,0.5555222358832878,0.35208518189884735,0.9277456647398844,0.8598790322580645,0.8303493806582345,0.45697859410372027,0.7758207546373974,0.7485835495998622,0.35208518189884735,0.5833670200599568
Namibia,NAM,66.034,4187.60500396525,54.828,71.337,139.0,44.2307692307692,86.2067962132394,33.1193265907429,17.948,0.5569929804478416,0.18292194829973424,0.6410630616790843,0.49761597744924585,0.7221350078492931,0.5541593365167127,0.8608870967741935,0.5714024250743537,0.36995746437378796,0.5976111990978985,0.6433018330992644,0.7221350078492931,0.583251376105061
Azerbaijan,AZE,34.767,7133.02838048328,61.748,77.134,18.0,18.6440677966102,90.9502304680864,46.1470602336471,6.5,0.5886540059579825,0.26006076608985434,0.7296515349361189,0.6714547035715356,0.30439294361812574,0.8418698165368184,0.9828629032258065,0.7757819394058241,0.42435738602391837,0.7857606757364686,0.810033182067722,0.30439294361812574,0.5811360468615587
Mozambique,MOZ,153.45,622.000297682823,77.269,66.544,99.0,43.2,94.6070022583008,6.68452621110757,7.325,0.6130618798136043,0.026398234682550505,0.9283483114422512,0.3538849071880527,0.7053061224489796,0.8211359638100025,0.9012096774193549,0.0,0.3197300572480774,0.8747421376261268,0.4183648615358025,0.7053061224489796,0.5795357947147466
Kyrgyz Republic,KGZ,28.324,2138.22210211478,43.495,76.5,42.0,20.0,92.1027509613575,58.4761976216379,4.197,0.5963467405418189,0.3330631092870987,0.4959802340169495,0.6524424985755839,0.32653061224489793,0.8997486805730083,0.9586693548387096,0.8178971794620388,0.4647049249144588,0.6978644572949789,0.8096696776254442,0.32653061224489793,0.574692418019945
Burundi,BDI,53.364,250.627253097255,79.98,65.697,392.0,38.2113821138211,49.2576387332398,5.26864004135132,0.814,0.31036824513985517,0.018014598030609362,0.9630539980029189,0.32848532101838246,0.6238592998174873,0.9847700427243026,0.6058467741935484,0.6542210020590253,0.16419142158523226,0.9739120203636107,0.5295176990903188,0.6238592998174873,0.5728701102141622
St. Vincent and the Grenadines,VCT,42.3,10582.3656725229,58.568,74.315,56.0,18.1818181818182,126.988335100742,63.9955481357819,16.398,0.8291977320454088,0.36574386445914325,0.6889418030058632,0.5869193630611448,0.2968460111317257,0.5931138477004272,0.9445564516129032,0.7265418178252769,0.597470798252276,0.6410278253531452,0.7526725441664417,0.2968460111317257,0.5720042947258972
Romania,ROU,33.75,18244.4186876321,42.172,80.4,12.0,19.0909090909091,81.8756637573242,62.9621315002441,5.12,0.5280839479184231,0.35962487709456437,0.47904344931766385,0.7693945482352237,0.31168831168831185,0.8765518974616738,0.9889112903225806,0.7824296499656829,0.4438544125064937,0.6777976733896689,0.8469118295078291,0.31168831168831185,0.5700630567730759
Solomon Islands,SLB,50.372,1882.64394148042,82.327,71.982,123.0,8.0,94.6070022583008,60.20214459287705,1.503,0.6130618798136043,0.343282654188705,0.9930998284558465,0.5169580472006476,0.1306122448979592,0.967454134204574,0.877016129032258,0.6737784750138902,0.47817226700115467,0.9802769813302104,0.6892508837489318,0.1306122448979592,0.5695780942445641
Mauritius,MUS,19.768,11269.9684462139,47.644,76.89,66.0,20.0,91.3439926033381,52.3138578358996,7.502,0.5912822521482595,0.2965751353291889,0.5490949125636889,0.6641377035415479,0.32653061224489793,0.8166876099522493,0.9344758064516129,0.8738242311337713,0.4439286937387242,0.6828912612579692,0.8241459137089774,0.32653061224489793,0.5693741202376421
Paraguay,PRY,70.332,6299.99026533713,58.994,76.953,58.0,22.5,81.5245895544797,60.20214459287705,7.341,0.5257406310945726,0.343282654188705,0.6943953708682181,0.6660269289591267,0.3673469387755102,0.8207338527268158,0.9425403225806451,0.5433081674673987,0.4345116426416388,0.757564611797517,0.7172918063357235,0.3673469387755102,0.5691787498875973
El Salvador,SLV,54.23,5365.44491399171,48.521,76.264,39.0,27.3809523809524,68.5344206950006,37.275497697837,3.362,0.4390350828473838,0.20753115006287554,0.5603220933507437,0.6453654001859236,0.4470359572400392,0.9207338527268157,0.9616935483870968,0.6485603163708861,0.32328311645512964,0.7405279730387797,0.7518730883146355,0.4470359572400392,0.565680033762146
Turkmenistan,TKM,21.227,6231.91323839698,38.228,72.839,5.0,25.6,93.1647186279297,18.9331607818604,2.377,0.6034350616981478,0.09892391076940356,0.4285531402821517,0.5426575104207274,0.4179591836734694,0.9454888162854989,0.9959677419354839,0.8642873484328528,0.35117948623377565,0.6870209782838252,0.800970866929688,0.4179591836734694,0.5642826287801895
Malaysia,MYS,5.962,11386.0395636528,51.592,79.37,26.0,13.5135135135135,82.6422941806466,44.304019878896,4.04,0.533200980027566,0.2491478968217281,0.5996364288091762,0.7385072120430624,0.22062879205736327,0.9036943955767781,0.9747983870967742,0.9640683727162793,0.39117443842464705,0.7516654121929771,0.8924579906187052,0.22062879205736327,0.5639816583234232
Guyana,GUY,69.927,20473.7002190617,46.479,73.944,75.0,36.6197183098592,84.2535171508789,35.2743241701836,13.288,0.5439554184412371,0.19568195477324457,0.5341808126584222,0.5757939244909587,0.5978729519977013,0.671274189494848,0.9254032258064516,0.5459554858319442,0.3698186866072408,0.6027275010766351,0.6823842120431182,0.5978729519977013,0.5632008379311738
Bhutan,BTN,9.364,3831.32535494609,56.618,74.965,47.0,17.3913043478261,94.91450020137,15.1554899215698,4.243,0.6151143379476833,0.07655585565325355,0.6639782881429704,0.6064113713377516,0.2839396628216506,0.8985926112088465,0.9536290322580645,0.9418308984540968,0.3458350968004684,0.7812854496759085,0.8339571006833043,0.2839396628216506,0.561254327495333
Senegal,SEN,60.242,1698.03387300843,37.767,70.754,237.0,46.0606060606061,50.2150531512901,16.4575021707177,3.327,0.31675870417967267,0.08426523077562785,0.422651509332514,0.4801331454103818,0.7520098948670383,0.9216134707212867,0.7620967741935484,0.6092623459816322,0.20051196747765027,0.6721324900269003,0.6171640885285208,0.7520098948670383,0.5604546102250274
Brunei Darussalam,BRN,8.518,32890.5491812019,54.827,77.555,36.0,11.7647058823529,93.2725572697522,44.5215869311552,5.32,0.6041548528465615,0.250436138173707,0.6410502598765906,0.6840795273937686,0.19207683073229223,0.8715255089218397,0.9647177419354839,0.9473608523711475,0.42729549551013424,0.7562878843992151,0.8653860405668,0.19207683073229223,0.5602615628021105
Bosnia and Herzegovina,BIH,11.217,8663.02326458629,39.533,80.903,6.0,19.0476190476191,90.4367218017578,57.6517601013184,12.785,0.5852264869684033,0.32818151304001064,0.4452594925365491,0.784478363870813,0.3109815354713323,0.6839155566725308,0.9949596774193549,0.9297185998627316,0.45670400000420697,0.56458752460454,0.9030522137176332,0.3109815354713323,0.558831318449428
Kuwait,KWT,1.576,34075.849012909,48.179,83.7,8.0,3.07692307692308,94.6070022583008,65.9408689214824,5.893,0.6130618798136043,0.3772623487745803,0.5559438768978672,0.8683539748703032,0.05023547880690743,0.8571249057552148,0.9929435483870968,0.9927378501160244,0.4951621142940923,0.706534391326541,0.9513451244578081,0.05023547880690743,0.5508192772213372
Antigua and Barbuda,ATG,32.932,21494.5474000727,53.205,80.294,35.0,5.55555555555556,109.004008633981,60.20214459287705,5.473,0.7091576538120095,0.343282654188705,0.6202857362316613,0.7662158515008844,0.09070294784580506,0.8676803216888666,0.9657258064516129,0.7877765794032094,0.5262201540003573,0.7439830289602639,0.839906079118569,0.09070294784580506,0.5502030524812489
Maldives,MDV,5.425,12587.6126038651,40.311,82.819,32.0,4.59770114942529,84.9893523087311,79.9435223432219,3.464,0.54886690123036,0.4601737868255177,0.4552192948767186,0.841934806729241,0.07506450856204555,0.9181703945715004,0.96875,0.9675785207700102,0.5045203440279389,0.6866948447241095,0.9260877758330838,0.07506450856204555,0.5480918682867945
Seychelles,SYC,54.516,18262.7115849287,53.205,78.8,42.0,22.8571428571429,75.8835758835759,18.5635679119606,5.473,0.48808852754638093,0.09673550579972898,0.6202857362316613,0.7214142201697302,0.3731778425655984,0.8676803216888666,0.9586693548387096,0.6466908520443181,0.29241201667305494,0.7439830289602639,0.7755914756842527,0.3731778425655984,0.5462910909707924
Zimbabwe,ZWE,98.057,2195.22492079245,62.178,65.013,358.0,30.6818181818182,94.6070022583008,60.20214459287705,9.516,0.6130618798136043,0.343282654188705,0.735156310008449,0.3079737307703842,0.5009276437847869,0.7660718773561196,0.6401209677419355,0.36208124979573153,0.47817226700115467,0.7506140936822843,0.4367253161026838,0.5009276437847869,0.5416098301427275
Tanzania,TZA,113.209,1224.00219726563,80.33,69.775,276.0,37.4045801526718,29.2047595977783,4.66307392103225,2.211,0.17652118755476054,0.014428966339359243,0.9675346288757457,0.4507751821753082,0.610687022900764,0.9496607187735612,0.7227822580645161,0.26303886001895604,0.0954750769470599,0.9585976738246534,0.4788654334195934,0.610687022900764,0.5359063017730177
"Venezuela, RB",VEN,73.295,3617.43594578269,36.158,76.501,227.0,22.1556886227545,101.692710876465,60.20214459287705,5.937,0.6603568963067458,0.343282654188705,0.4020534091200041,0.652472486280625,0.36172552853476736,0.8560191002764513,0.7721774193548387,0.5239402555806125,0.5018197752477254,0.6290362546982278,0.6495300537386921,0.36172552853476736,0.5355279030548532
Sierra Leone,SLE,93.592,758.329137378248,51.774,63.502,354.0,28.1879194630873,91.7119293212891,60.20214459287705,2.096,0.5937381212901709,0.343282654188705,0.6019663568630462,0.26266230845353405,0.46021093000958857,0.9525508921839658,0.6441532258064516,0.39126711769127687,0.468510387739438,0.777258624523506,0.43269421731708757,0.46021093000958857,0.534668539897405
Tajikistan,TJK,40.437,1178.47990060249,21.674,73.976,14.0,26.984126984127,83.7874636593437,34.0234005542585,4.104,0.5408446487558539,0.18827508174964985,0.21663210179993342,0.5767535310522685,0.44055717525105303,0.9020859512440311,0.9868951612903226,0.7387194823021865,0.36455986525275186,0.5593590265219823,0.7674560582149258,0.44055717525105303,0.5329830313101782
Cambodia,KHM,46.89,2429.74853452838,77.22,73.187,137.0,13.6,60.3343523907692,18.7855793507951,0.208,0.38430204391048345,0.09805006291280786,0.9277210231200553,0.5530932317749722,0.2220408163265306,1.0,0.8629032258064516,0.6965388763604274,0.24117605341164566,0.9638605115600276,0.7041784446472837,0.2220408163265306,0.5328139564863719
Tonga,TON,24.841,5651.59373063157,42.617,76.405,67.0,7.14285714285714,97.895246159429,58.6076201875125,2.31,0.6350099386342368,0.33384127850980405,0.4847402514274009,0.6495936665966953,0.11661807580174922,0.9471726564463433,0.9334677419354839,0.8406641173971304,0.48442560857202044,0.7159564539368721,0.8079085086431032,0.11661807580174922,0.5312271617384362
Suriname,SUR,48.032,5521.97602122638,44.348,76.835,84.0,29.4117647058824,78.089997077636,6.06664974435218,10.81,0.502815738667705,0.022739711911645734,0.5069001715441533,0.6624883797642963,0.48019207683073306,0.7335511435033928,0.9163306451612904,0.6890740922312646,0.26277772528967536,0.620225657523773,0.7559643723856171,0.48019207683073306,0.5297899580074497
Morocco,MAR,25.103,3813.72607421875,19.671,77.6,70.0,24.3037974683544,87.2227171713839,51.8200104174748,10.578,0.5637739533978161,0.2936510038516666,0.1909900914048698,0.6854289741206103,0.3967966933608882,0.7393817542096004,0.9304435483870968,0.8389515311958688,0.4287124786247414,0.4651859228072351,0.8182746845678587,0.3967966933608882,0.5272424448401809
Eritrea,ERI,65.177,7133.02838048328,72.862,70.656,291.0,22.0,40.2760810852051,60.20214459287705,6.651,0.2504189951793117,0.343282654188705,0.8719307678521135,0.47719435031637036,0.35918367346938773,0.8380748931892436,0.7076612903225806,0.5770042814655031,0.29685082468400836,0.8550028305206785,0.5872866407014846,0.35918367346938773,0.5245809923438898
Fiji,FJI,21.169,5926.20586394763,38.419,69.362,30.0,10.9090909090909,99.1709898140329,70.9389846794427,6.977,0.6435251514995866,0.40685680866417306,0.4309982845584657,0.4383902599934025,0.17810760667903508,0.8298818798693139,0.9707661290322581,0.86466647056901,0.5251909800818798,0.6304400822138898,0.7579409531982235,0.17810760667903508,0.5229199055432571
Equatorial Guinea,GNQ,150.442,6677.793435386,53.265,65.661,174.0,31.0,94.6070022583008,60.20214459287705,9.244,0.6130618798136043,0.343282654188705,0.6210538443812889,0.3274057636369088,0.5061224489795918,0.7729077657702941,0.8256048387096774,0.019662058371735625,0.47817226700115467,0.6969808050757915,0.39089088690610724,0.5061224489795918,0.5180416019906613
Kenya,KEN,56.313,1942.58802756191,62.946,65.92,149.0,23.2758620689655,84.7505339840655,7.29617444896105,6.83,0.5472728593056089,0.030019879341913504,0.7449880943236806,0.33517257924251054,0.3800140745953551,0.833576275446092,0.8508064516129032,0.6349446024120011,0.2886463693237612,0.7892821848848863,0.6069745444224717,0.3800140745953551,0.5162292933066186
Vanuatu,VUT,66.219,3482.61458237637,53.604,73.927,100.0,1.92307692307692,134.925790252936,60.20214459287705,6.292,0.8821779055984453,0.343282654188705,0.625393655426684,0.575284133505263,0.03139717425431706,0.8470972606182459,0.9002016129032258,0.5701931561917835,0.6127302798935752,0.7362454580224649,0.6818929675334241,0.03139717425431706,0.5155664699259452
Palau,PLW,29.927,15610.8231931032,53.205,71.798,89.0,6.25,97.6190476190476,49.6957403651116,5.473,0.6331663947875094,0.28107293885603285,0.6202857362316613,0.511440309473116,0.10204081632653061,0.8676803216888666,0.9112903225806451,0.8074190280092819,0.4571196668217711,0.7439830289602639,0.7433832200210144,0.10204081632653061,0.511631683032395
South Sudan,SSD,97.132,7133.02838048328,70.393,60.627,692.0,32.3636363636364,94.6070022583008,60.20214459287705,13.593,0.6130618798136043,0.343282654188705,0.8403231174949433,0.17644765646085106,0.5283858998144719,0.6636089469716009,0.30342741935483875,0.36812759420858243,0.47817226700115467,0.7519660322332721,0.2826675566747574,0.5283858998144719,0.510297938930914
St. Lucia,LCA,27.829,13554.7684784933,62.135,76.304,44.0,11.1111111111111,90.5332412719727,20.5900497436523,13.598,0.5858707259826947,0.10873455467919374,0.734605832501216,0.6465649083875611,0.1814058956916098,0.663483287258105,0.9566532258064516,0.8211327907964833,0.34730264033094427,0.6990445598796605,0.8081169749968321,0.1814058956916098,0.5089675177247617
Nepal,NPL,67.169,1382.33055769304,27.302,71.837,142.0,33.0882352941176,90.7214299008772,20.7927142124166,11.933,0.5871268296114898,0.10993455599615769,0.2886806462349899,0.5126098299697124,0.5402160864345731,0.7053279718522242,0.8578629032258065,0.5639833970650717,0.3485306928038237,0.49700430904360704,0.6448187100868635,0.5402160864345731,0.5076424495922169
Kiribati,KIR,44.026,2177.70125812262,53.205,68.17,80.0,6.66666666666667,100.551571980143,60.20214459287705,5.473,0.6527401305277859,0.343282654188705,0.6202857362316613,0.4026449155846103,0.10884353741496604,0.8676803216888666,0.9203629032258065,0.7152596659803249,0.49801139235824543,0.7439830289602639,0.6794224949302472,0.10884353741496604,0.5075651134159307
Lao PDR,LAO,81.654,2066.94979776957,61.407,71.25,112.0,21.9512195121951,53.2568302183413,12.6891498565674,0.871,0.3370616695296532,0.06195235192055969,0.7252861202857361,0.49500704711068455,0.3583872573419608,0.9833375219904499,0.8881048387096774,0.4693009118541034,0.19950701072510646,0.854311821138093,0.6174709325581551,0.3583872573419608,0.5074192554408288
India,IND,14.06,2530.12031278204,30.984,73.598,80.0,15.2416356877323,78.7503140925354,35.2437991377201,4.057,0.5072231601118089,0.195501212290954,0.3358168830171288,0.5654181785467957,0.24884303163644572,0.9032671525508922,0.9203629032258065,0.9111350786024773,0.35136218620138143,0.6195420177840105,0.7989720534583599,0.24884303163644572,0.5046798222700494
Honduras,HND,82.079,3227.45762509776,39.364,75.501,47.0,27.34375,59.4406700134277,29.6191849826706,8.817,0.37833697745719386,0.162197178117488,0.44309598791509835,0.6224847812396918,0.44642857142857145,0.7836391053028399,0.9536290322580645,0.46652286171846913,0.27026707778734094,0.6133675466089691,0.6808788917387417,0.44642857142857145,0.5027355218909059
Bangladesh,BGD,73.179,2551.01773827307,41.874,76.373,115.0,20.8571428571429,71.5461976300242,20.8052172080444,3.238,0.4591378061587057,0.11000858777543719,0.4752285121745141,0.6486340600353856,0.3405247813411086,0.923850213621513,0.8850806451612904,0.5246984998529267,0.28457319696707145,0.6995393628980136,0.6861377350165343,0.3405247813411086,0.502693769055682
Zambia,ZMB,115.907,1330.72780576709,56.361,68.673,85.0,14.9700598802395,94.6070022583008,60.20214459287705,6.037,0.6130618798136043,0.343282654188705,0.6606882249020661,0.4177287312201997,0.24440914090186938,0.8535059060065343,0.9153225806451613,0.2454031440990947,0.47817226700115467,0.7570970654543002,0.5261514853214851,0.24440914090186938,0.5014574896697024
Marshall Islands,MHL,71.839,6793.24495895856,53.205,69.334,155.0,12.1212121212121,96.0382030420941,47.2116946399567,5.473,0.622614723194855,0.2663645977256922,0.6202857362316613,0.4375506042522566,0.19789734075448326,0.8676803216888666,0.844758064516129,0.5334575285158676,0.4444896604602736,0.7439830289602639,0.605255399094751,0.19789734075448326,0.497906357317443
Tunisia,TUN,4.315,3951.11683376921,26.781,79.149,36.0,16.2337662337662,94.6070022583008,49.398738861084,20.453,0.6130618798136043,0.2793143563173842,0.2820109071357247,0.731879929229016,0.26504108136761145,0.4912038200552903,0.9647177419354839,0.9748341340654313,0.44618811806549424,0.3866073635955075,0.8904772684099771,0.26504108136761145,0.49707845785964755
"Egypt, Arab Rep.",EGY,41.754,3456.78968456253,18.478,73.809,17.0,27.5337837837838,83.0465220652019,37.9565582275391,15.166,0.5358990820096348,0.21156379346385173,0.17571754102977702,0.5717455843104325,0.44953116381687835,0.6240764011058055,0.9838709677419355,0.7301107951759976,0.3737314377367432,0.39989697106779126,0.7619091157427885,0.44953116381687835,0.49626717209105037
Tuvalu,TUV,27.507,6344.7750188689,53.205,70.698,170.0,6.25,104.873949579832,27.8325123152709,5.473,0.6815907269724137,0.15161806887877552,0.6202857362316613,0.4784538339280892,0.10204081632653061,0.8676803216888666,0.8296370967741935,0.8232375723110108,0.4166043979255946,0.7439830289602639,0.7104428343377646,0.10204081632653061,0.49326776938753836
