Country Name,Country Code,adolescent_fertility,gdp_per_capita,female_labor_force_participation,female_life_expectancy,maternal_mortality,women_in_parliament,female_secondary_enrollment,female_tertiary_enrollment,female_unemployment,female_secondary_enrollment_norm,female_tertiary_enrollment_norm,female_labor_force_participation_norm,female_life_expectancy_norm,women_in_parliament_norm,female_unemployment_norm,maternal_mortality_norm,adolescent_fertility_norm,education_index,economic_participation_index,health_index,political_representation_index,womens_development_index,Economy,Economy Code,ISO Code,Region,Income Group,Report Year,I. Economy LF Index,1. Safety LF Topic Score,2. Mobility LF Topic Score,3. Work LF Topic Score,4. Pay LF Topic Score,5. Marriage LF Topic Score,6. Parenthood LF Topic Score,7. Childcare LF Topic Score,8. Entrepreneurship LF Topic Score,9. Assets LF Topic Score,10. Pension LF Topic Score,II. Economy SF Index,1. Safety SF Topic Score,2. Mobility SF Topic Score,3. Work SF Topic Score,4. Pay SF Topic Score,5. Marriage SF Topic Score,6. Parenthood SF Topic Score,7. Childcare SF Topic Score,8. Entrepreneurship SF Topic Score,9. Assets SF Topic Score,10. Pension SF Topic Score,III. Economy EP Index,1. Safety EP Topic Score,2. Mobility EP Topic Score,3. Work EP Topic Score,4. Pay EP Topic Score,5. Marriage EP Topic Score,6. Parenthood EP Topic Score,7. Childcare EP Topic Score,8. Entrepreneurship EP Topic Score,9. Assets EP Topic Score,10. Pension EP Topic Score
Samoa,WSM,43.538,4822.74084650019,31.158,73.662,101.0,12.962962962963,94.6070022583008,21.8301579821768,7.59,0.6130618798136043,0.1160773885191894,0.3380443966510484,0.5673373916694157,0.2116402116402122,0.8144759989947223,0.8991935483870968,0.7184495211948885,0.3645696341663968,0.5762601978228854,0.7283268204171337,0.2116402116402122,0.4701992160116571,Samoa,WSM,WSM,East Asia & Pacific,Upper middle income,2026,54.28,6.25,100.0,66.75,75.0,100,44.75,0.0,25.0,75,50.0,32.92,50.0,25.0,16.75,50.0,62.5,50.0,0.0,25.0,0.0,50.0,..,..,..,..,..,..,..,..,..,..,..
Sao Tome and Principe,STP,86.195,2990.6606143535,22.874,73.728,75.0,14.5454545454545,94.6070022583008,60.20214459287705,9.153,0.6130618798136043,0.343282654188705,0.2319942647924827,0.5693165802021168,0.2374768089053796,0.7751947725559185,0.9254032258064516,0.4396182632284211,0.4781722670011546,0.5035945186742007,0.6447793564123299,0.2374768089053796,0.4660057377482662,São Tomé and Príncipe,STP,STP,Sub-Saharan Africa,Lower middle income,2026,67.93,31.25,100.0,87.5,75.0,75,73.0,33.25,25.0,100,79.25,20.63,6.25,75.0,0.0,0.0,37.5,25.0,0.0,25.0,12.5,25.0,48.36,14.06,87.5,62.5,43.75,53.13,55,20.75,25,68.75,53.19
Mali,MLI,138.564,1043.9533853528,53.06,61.9,367.0,28.5714285714286,37.1307560416794,60.20214459287705,3.09,0.2294248776074293,0.343282654188705,0.6184294748700616,0.2146220049779589,0.4664723032069975,0.9275697411409902,0.6310483870967742,0.0973036572212961,0.2863537658980672,0.7729996080055259,0.3143246830986764,0.4664723032069975,0.4600375900523167,Mali,MLI,MLI,Sub-Saharan Africa,Low income,2026,50.33,37.5,75.0,50.0,68.75,25,55.25,0.0,25.0,75,91.75,31.68,16.75,75.0,0.0,25.0,37.5,25.0,0.0,25.0,62.5,50.0,41.65,0,75,37.5,48.19,40.63,54.63,0,25,56.25,79.25
Iraq,IRQ,58.006,5965.31835077761,10.913,74.055,66.0,29.0519877675841,94.6070022583008,60.20214459287705,29.61,0.6130618798136043,0.343282654188705,0.0788719051642471,0.5791225597505024,0.4743181676340261,0.2610706207589846,0.9344758064516128,0.6238781579893453,0.4781722670011546,0.1699712629616158,0.7124921747304868,0.4743181676340261,0.4587384680818208,Iraq,IRQ,IRQ,Middle East & North Africa,Upper middle income,2026,39.17,12.5,12.5,66.75,62.5,0,50.0,66.75,50.0,25,45.75,28.83,33.25,50.0,25.0,12.5,25.0,0.0,25.0,55.0,12.5,50.0,28.92,3.13,25,35.44,54.19,25,25,16.69,25,31.25,48.5
Algeria,DZA,8.698,5370.477235078,14.338,77.696,62.0,7.86240786240786,103.220718383789,67.2588432657415,21.064,0.6705558960335023,0.3850662374309338,0.1227180787054817,0.68830779380454,0.1283658426515569,0.475848203066097,0.938508064516129,0.9461842664313496,0.527811066732218,0.2992831408857893,0.8576667082506728,0.1283658426515569,0.4532816896300592,Algeria,DZA,DZA,Middle East & North Africa,Upper middle income,2026,45.53,31.25,87.5,25.0,68.75,50,55.25,41.75,25.0,25,45.75,22.08,0.0,25.0,8.25,0.0,100.0,25.0,0.0,0.0,12.5,50.0,47.31,23.44,87.5,25,60.44,56.25,55.25,41.75,25,37.5,61
Togo,TGO,77.05,1055.01727877926,56.49,62.923,349.0,19.7802197802198,59.0849653049812,10.7860283764189,2.09,0.3759627533733049,0.0506837348983197,0.6623396574237652,0.2452994272348337,0.3229423637586905,0.9527016838401609,0.6491935483870968,0.4993953655587149,0.2133232441358123,0.8075206706319631,0.4646294470602151,0.3229423637586905,0.4521039313966702,Togo,TGO,TGO,Sub-Saharan Africa,Low income,2026,79.33,43.75,75.0,79.25,100.0,100,78.5,41.75,75.0,100,100.0,31.95,27.0,75.0,0.0,0.0,37.5,25.0,0.0,42.5,62.5,50.0,64.54,21.88,68.75,75.06,100,81.25,71.38,0,68.75,93.75,..
Sudan,SDN,66.071,797.283447265625,14.452,69.626,256.0,30.5164319248826,44.8803787231445,60.20214459287705,14.01,0.2811513247825145,0.343282654188705,0.1241774841897739,0.4463070141242091,0.4982274599980832,0.6531289268660467,0.7429435483870968,0.5711605712978396,0.3122169894856097,0.3886532055279103,0.5868037112697152,0.4982274599980832,0.4464753415703296,Sudan,SDN,SDN,Sub-Saharan Africa,Low income,2026,24.75,6.25,12.5,0.0,31.25,0,39.25,25.0,25.0,25,83.25,11.25,0.0,25.0,0.0,0.0,25.0,0.0,0.0,25.0,12.5,25.0,23.33,3.13,..,18.75,31.25,..,19.63,6.25,21.88,..,62.44
Lebanon,LBN,20.831,3477.72489842684,22.234,79.734,15.0,6.25,66.7372772721446,57.1435211987779,14.48,0.4270396802130405,0.3251721678099386,0.2238011111964565,0.7494227366779618,0.1020408163265306,0.6413169137974366,0.9858870967741936,0.8668758375004085,0.3761059240114895,0.4325590124969465,0.8673952236508545,0.1020408163265306,0.4445252441214553,Lebanon,LBN,LBN,Middle East & North Africa,Lower middle income,2026,46.78,43.75,75.0,75.0,56.25,50,42.75,50.0,25.0,25,25.0,26.38,56.25,50.0,25.0,25.0,0.0,0.0,25.0,45.0,37.5,0.0,36.79,21.88,84.38,41.67,40.19,43.75,23.56,18.75,25,50,18.75
Jordan,JOR,18.425,4466.08314208575,15.933,80.192,31.0,12.3076923076923,93.1909358247647,40.4090341678811,23.072,0.6036100537594268,0.2260852060043772,0.1431369536830785,0.7631571055867091,0.2009419152276294,0.4253832621261623,0.969758064516129,0.8826028695623753,0.414847629881902,0.2842601079046204,0.8718393465550712,0.2009419152276294,0.4429722498923057,Jordan,JOR,JOR,Middle East & North Africa,Lower middle income,2026,52.5,6.25,12.5,50.0,100.0,0,73.0,100.0,87.5,25,70.75,68.55,85.5,75.0,75.0,37.5,100.0,25.0,75.0,75.0,62.5,75.0,40.22,1.56,34.38,37.5,62.5,12.5,73,71.88,..,18.75,49.92
Papua New Guinea,PNG,54.069,2966.06830432055,50.644,69.085,189.0,2.7027027027027,48.1780291095574,60.20214459287705,2.157,0.3031621691198335,0.343282654188705,0.5875003200450623,0.4300836656970639,0.0441257584114726,0.9510178436793164,0.810483870967742,0.6496127071281498,0.3232224116542693,0.7692590818621894,0.6300600812643186,0.0441257584114726,0.4416668332980625,Papua New Guinea,PNG,PNG,East Asia & Pacific,Lower middle income,2026,47.5,31.25,100.0,50.0,43.75,100,0.0,0.0,25.0,75,50.0,29.35,91.75,50.0,16.75,50.0,12.5,0.0,0.0,35.0,12.5,25.0,31.08,17.19,81.25,25,..,68.75,0,0,18.75,43.75,25
"Iran, Islamic Rep.",IRN,26.204,5049.29931642754,14.128,79.628,16.0,5.59440559440559,86.1972427368164,59.131290435791,15.11,0.5569292138086329,0.3369419946413519,0.1200297001817856,0.746244039943623,0.0913372341943769,0.625483789896959,0.9848790322580644,0.8317547471974376,0.4469356042249924,0.3727567450393723,0.854292606466375,0.0913372341943769,0.4413305474812792,"Iran, Islamic Rep.",IRN,IRN,Middle East & North Africa,Upper middle income,2026,26.25,6.25,0.0,0.0,56.25,0,75.0,41.75,25.0,25,33.25,22.5,0.0,25.0,0.0,0.0,75.0,25.0,0.0,37.5,12.5,50.0,24.84,1.56,..,4.17,35.9,..,53.13,20.88,25,..,33.25
Djibouti,DJI,18.972,3381.29779710722,18.936,68.51,162.0,26.1538461538462,94.6070022583008,60.20214459287705,35.717,0.6130618798136043,0.343282654188705,0.1815807665719333,0.4128407352985276,0.4270015698587134,0.1075898466951494,0.8377016129032258,0.8790273556231003,0.4781722670011546,0.1445853066335414,0.7098565679416179,0.4270015698587134,0.4399039278587568,Djibouti,DJI,DJI,Middle East & North Africa,Lower middle income,2026,55.33,31.25,100.0,58.25,87.5,0,67.75,41.75,50.0,25,91.75,31.33,20.75,50.0,25.0,0.0,100.0,25.0,0.0,55.0,12.5,25.0,52.42,21.88,90.63,49.94,84.38,46.88,64,20.88,43.75,40.63,61.25
Haiti,HTI,49.775,1705.75808460999,59.351,68.3,328.0,2.54237288135593,94.6070022583008,60.20214459287705,17.612,0.6130618798136043,0.343282654188705,0.6989656143585016,0.4065433172399315,0.0415081286751988,0.562603669263634,0.6703629032258065,0.677680818380887,0.4781722670011546,0.6307846418110679,0.5848623462822083,0.0415081286751988,0.4338318459424074,Haiti,HTI,HTI,Latin America & Caribbean,Lower middle income,2026,51.73,0.0,75.0,62.5,100.0,50,71.5,0.0,25.0,75,58.25,30.0,58.25,50.0,16.75,25.0,50.0,25.0,0.0,37.5,12.5,25.0,36.02,0,84.38,21.88,21.88,68.75,47.81,0,25,65.63,24.92
Gabon,GAB,91.707,7802.82433276138,41.876,71.052,233.0,24.4897959183673,72.0510629415333,60.20214459287705,28.777,0.4625076333025185,0.343282654188705,0.4752541157795016,0.4890694815125799,0.3998334027488538,0.2820055290273937,0.7661290322580645,0.403588587116384,0.4028951437456117,0.3786298224034476,0.5529290336290095,0.3998334027488538,0.4335718506317307,Gabon,GAB,GAB,Sub-Saharan Africa,Upper middle income,2026,74.08,56.25,100.0,62.5,100.0,75,80.25,25.0,50.0,100,91.75,22.7,52.0,50.0,0.0,0.0,12.5,25.0,0.0,12.5,25.0,50.0,51.88,34.38,85.94,35.94,59.38,56.25,65.63,6.25,46.88,56.25,71.94
Malawi,MWI,113.577,633.214767978695,58.644,70.562,225.0,20.7253886010363,37.2564052253575,2.22621093042937,5.946,0.2302635488730204,0.0,0.6899147399953912,0.4743755060425224,0.3383736914454906,0.8557929127921589,0.7741935483870968,0.2606333954309245,0.1151317744365102,0.772853826393775,0.5030674832868479,0.3383736914454906,0.4323566938906559,Malawi,MWI,MWI,Sub-Saharan Africa,Low income,2026,62.48,31.25,62.5,66.75,100.0,100,64.25,0.0,50.0,100,50.0,19.18,29.25,50.0,0.0,0.0,50.0,0.0,0.0,25.0,12.5,25.0,46.91,15.63,78.13,45.88,75,71.88,29.44,0,34.38,75,43.75
Madagascar,MDG,129.802,508.718427705591,82.866,65.377,445.0,18.5430463576159,35.2580222250234,6.22109620045972,3.305,0.2169249313749583,0.0236542084282749,1.0,0.3188892554052836,0.3027436140018922,0.9221663734606684,0.5524193548387097,0.154577246135242,0.1202895699016166,0.9610831867303342,0.3419619521264117,0.3027436140018922,0.4315195806900637,Madagascar,MDG,MDG,Sub-Saharan Africa,Low income,2026,64.93,31.25,87.5,79.25,100.0,75,67.75,41.75,25.0,50,91.75,27.3,85.5,50.0,0.0,25.0,25.0,0.0,0.0,50.0,12.5,25.0,51.8,21.88,79.69,81.25,..,71.88,66.67,7.31,25,50,62.56
Niger,NER,145.324,638.336080897887,72.501,62.129,350.0,25.9036144578313,20.6873224974982,3.21490820419114,0.283,0.1196698054496055,0.0058541985076458,0.8673093171518551,0.2214891894323326,0.4229161544135722,0.9981151042975622,0.6481854838709677,0.0531163185933259,0.0627620019786257,0.9327122107247088,0.3075969972988754,0.4229161544135722,0.4314968411039455,Niger,NER,NER,Sub-Saharan Africa,Low income,2026,38.08,6.25,75.0,33.25,68.75,25,64.25,0.0,25.0,0,83.25,19.18,16.75,75.0,0.0,25.0,25.0,0.0,0.0,25.0,25.0,0.0,31.33,3.13,81.25,29.13,47.31,40.63,37.94,0,16.67,15.63,41.58
Lesotho,LSO,70.642,916.282976983803,48.426,60.007,478.0,26.4462809917355,94.6070022583008,11.9503822035062,18.582,0.6130618798136043,0.057578017524357,0.5591059221138336,0.1578552793354723,0.4317760161916,0.5382256848454385,0.5191532258064516,0.5412818250155245,0.3353199486689806,0.5486658034796361,0.4060967767191494,0.4317760161916,0.4304646362648415,Lesotho,LSO,LSO,Sub-Saharan Africa,Lower middle income,2026,66.72,25.0,87.5,50.0,100.0,100,46.5,0.0,75.0,100,83.25,31.88,56.25,75.0,0.0,50.0,25.0,0.0,0.0,50.0,37.5,25.0,44.22,14.13,87.5,41.67,43.75,71.88,28,0,41.67,71.88,41.67
Cote d'Ivoire,CIV,92.085,2591.9659048119,59.258,64.132,359.0,13.7254901960784,63.094766197367,11.1647106583714,2.523,0.4027269924295721,0.0529259593978811,0.6977750467265791,0.281554562629322,0.2240896358543412,0.94181955265142,0.6391129032258065,0.4011177566428081,0.2278264759137266,0.8197972996889995,0.4405950741659789,0.2240896358543412,0.4280771214057616,Côte d'Ivoire,CIV,CIV,Sub-Saharan Africa,Lower middle income,2026,78.25,50.0,100.0,70.75,100.0,75,78.5,33.25,75.0,100,100.0,32.92,0.0,50.0,16.75,50.0,50.0,25.0,0.0,50.0,37.5,50.0,65.65,31.25,100,53.06,75,62.5,72.25,24.94,62.5,87.5,87.5
Burkina Faso,BFA,87.082,873.482589651003,64.722,63.222,242.0,16.9014084507042,33.6455886002101,8.1343872857632,4.403,0.206162412198803,0.0349830409369955,0.7677240955526536,0.2542657510420727,0.2759413624604767,0.8945715003769792,0.7570564516129032,0.4338203091806386,0.1205727265678993,0.8311477979648164,0.4817141706118715,0.2759413624604767,0.427344014401266,Burkina Faso,BFA,BFA,Sub-Saharan Africa,Low income,2026,67.4,37.5,75.0,50.0,81.25,75,80.25,25.0,50.0,100,100.0,44.2,27.0,75.0,25.0,25.0,62.5,50.0,0.0,52.5,50.0,75.0,46.91,18.75,76.56,37.5,..,62.5,60.19,6.25,37.5,56.25,66.67
West Bank and Gaza,PSE,36.043,3455.02852911712,18.934,71.502,16.0,25.04489795918365,92.1529721719084,54.7817476689496,39.998,0.5966819523193991,0.3111878154296469,0.1815551629669457,0.5025639487809995,0.4088962932111616,0.0,0.9848790322580644,0.7674412524103671,0.453934883874523,0.0907775814834728,0.751628077816477,0.4088962932111616,0.4263092090964086,West Bank and Gaza,WBG,PSE,Middle East & North Africa,Lower middle income,2026,22.83,0.0,12.5,25.0,31.25,25,17.75,41.75,25.0,25,25.0,25.43,66.75,50.0,25.0,25.0,25.0,0.0,0.0,50.0,12.5,0.0,..,..,..,..,..,..,..,..,..,..,..
Pakistan,PAK,41.095,1360.32417758419,23.997,70.163,155.0,20.4678362573099,39.5879695501278,10.3220983854533,6.775,0.2458260535055355,0.0479367481989132,0.2463706889930102,0.46241041173119,0.3341687552213861,0.8349585322945463,0.844758064516129,0.7344184070333692,0.1468814008522244,0.5406646106437782,0.6805289610935628,0.3341687552213861,0.4255609319527378,Pakistan,PAK,PAK,South Asia,Lower middle income,2026,46.68,43.75,87.5,50.0,68.75,50,37.5,0.0,37.5,25,66.75,50.68,54.25,25.0,50.0,75.0,75.0,50.0,0.0,52.5,50.0,75.0,27.35,10.94,59.38,31.25,31.25,31.25,25,0,28.13,12.5,43.81
Botswana,BWA,53.805,7826.35376483298,63.426,71.698,155.0,11.1111111111111,74.0652465820312,25.3977588554212,27.069,0.4759517154163896,0.1372015933312034,0.7511329595207005,0.5084415389690224,0.1814058956916098,0.3249308871575772,0.844758064516129,0.6513383665065202,0.3065766543737965,0.5380319233391389,0.6681793233305573,0.1814058956916098,0.4235484491837756,Botswana,BWA,BWA,Sub-Saharan Africa,Upper middle income,2026,51.1,6.25,100.0,25.0,75.0,100,21.5,33.25,25.0,50,75.0,19.68,16.75,75.0,0.0,0.0,25.0,0.0,0.0,42.5,37.5,0.0,45.74,1.56,100,25,62.5,100,21.5,6.25,25,56.25,59.38
Eswatini,SWZ,68.726,3755.52111232464,48.24,66.953,118.0,17.1428571428571,94.6070022583008,60.20214459287705,37.01,0.6130618798136043,0.343282654188705,0.5567247868499885,0.3661498785497946,0.2798833819241975,0.0750942447851218,0.8820564516129032,0.5538059286858188,0.4781722670011546,0.3159095158175551,0.6006707529495056,0.2798833819241975,0.4186589794231032,Eswatini,SWZ,SWZ,Sub-Saharan Africa,Lower middle income,2026,35.35,31.25,75.0,25.0,68.75,25,28.5,0.0,0.0,50,50.0,31.83,58.25,75.0,50.0,25.0,25.0,0.0,0.0,60.0,0.0,25.0,24.85,21.88,46.88,21.88,25.88,43.75,11.13,0,6.25,50,20.83
"Congo, Rep.",COG,109.88,2477.97845544866,65.642,67.461,241.0,14.5695364238411,94.6070022583008,8.31634998321533,21.276,0.6130618798136043,0.0360604645125845,0.7795017538469415,0.3813836327105885,0.2378699824300587,0.4705202312138727,0.7580645161290323,0.284799163316665,0.3245611721630944,0.6250109925304072,0.4747491040520953,0.2378699824300587,0.4155478127939139,"Congo, Rep.",COG,COG,Sub-Saharan Africa,Lower middle income,2026,50.23,50.0,62.5,25.0,43.75,50,37.5,41.75,25.0,75,91.75,21.68,16.75,75.0,0.0,0.0,37.5,25.0,0.0,0.0,12.5,50.0,42.61,25,59.38,25,31.25,43.75,37.5,18.75,25,75,85.44
Liberia,LBR,126.012,799.194470229642,71.966,63.444,628.0,10.958904109589,37.0220985412598,60.20214459287705,2.237,0.228699620819241,0.343282654188705,0.8604603528176766,0.2609230215611599,0.1789208834218612,0.9490072882633828,0.3679435483870967,0.1793509167565447,0.285991137503973,0.9047338205405298,0.2694058289016005,0.1789208834218612,0.4097629175919911,Liberia,LBR,LBR,Sub-Saharan Africa,Low income,2026,58.95,6.25,100.0,75.0,100.0,100,25.0,0.0,50.0,75,58.25,28.43,41.75,50.0,0.0,25.0,0.0,0.0,0.0,55.0,62.5,50.0,37.37,1.56,81.25,43.75,50,68.75,18.75,0,37.5,50,22.17
"Congo, Dem. Rep.",COD,106.884,660.21205238997,61.719,64.038,427.0,12.8,42.9527015686035,4.74844980239868,3.626,0.2682846479643687,0.0149344874635175,0.729280282663799,0.278735718355474,0.2089795918367347,0.9140990198542348,0.5705645161290323,0.3043827826257476,0.1416095677139431,0.8216896512590168,0.3845610057034179,0.2089795918367347,0.3892099541282782,"Congo, Dem. Rep.",ZAR,COD,Sub-Saharan Africa,Low income,2026,59.5,12.5,100.0,66.75,68.75,50,80.25,0.0,50.0,75,91.75,35.85,41.75,75.0,16.75,25.0,62.5,25.0,0.0,50.0,37.5,25.0,39.03,3.13,67.19,43.81,31.25,65.63,50,0,31.25,56.25,41.75
Syrian Arab Republic,SYR,38.91,1051.67149587463,12.879,74.412,20.0,10.8,42.0292587280273,60.20214459287705,25.152,0.2621209391909701,0.343282654188705,0.1040402488670404,0.5898281704501156,0.1763265306122449,0.3731088213118874,0.9808467741935484,0.7487008530248064,0.3027017966898375,0.2385745350894639,0.7731252658894902,0.1763265306122449,0.3726820320702591,Syrian Arab Republic,SYR,SYR,Middle East & North Africa,Low income,2026,34.15,0.0,37.5,33.25,25.0,50,50.0,50.0,25.0,25,45.75,20.83,20.75,75.0,0.0,25.0,50.0,0.0,0.0,0.0,12.5,25.0,24.45,0,48.44,22.88,19.08,21.88,43.75,6.25,25,25,32.25
Nigeria,NGA,86.432,2138.76383719983,80.693,54.743,993.0,3.91061452513966,47.4061508178711,60.20214459287705,4.113,0.2980101090361859,0.343282654188705,0.972181683180992,0.0,0.0638467677573822,0.9018597637597386,0.0,0.4380690917410202,0.3206463816124455,0.9370207234703652,0.14602303058034,0.0638467677573822,0.3668842258551332,Nigeria,NGA,NGA,Sub-Saharan Africa,Lower middle income,2026,51.1,43.75,62.5,25.0,50.0,100,21.5,33.25,50.0,75,50.0,49.0,100.0,100.0,50.0,25.0,87.5,25.0,0.0,40.0,12.5,50.0,34.33,15.63,70.31,18.75,42.45,56.25,10.75,4.19,31.25,56.25,37.5
Mauritania,MRT,88.903,2135.78187606359,26.198,70.484,381.0,23.2954545454545,36.1789325617578,4.35593332639211,15.05,0.2230717364316757,0.0126103489945995,0.2745474562818445,0.4720364650493295,0.3803339517625224,0.6269917064589092,0.6169354838709677,0.4219171814230152,0.1178410427131376,0.4507695813703768,0.5036297101144376,0.3803339517625224,0.3631435714901186,Mauritania,MRT,MRT,Sub-Saharan Africa,Lower middle income,2026,33.5,0.0,75.0,25.0,50.0,0,51.75,0.0,50.0,0,83.25,31.45,27.0,50.0,0.0,50.0,50.0,25.0,0.0,50.0,12.5,50.0,36.48,0,75,31.25,29.17,62.5,38.81,0,37.5,25,65.56
Chad,TCD,134.738,949.333453674592,47.817,57.014,748.0,25.8883248730965,19.2402040168684,2.47607733580501,0.732,0.1100107161337583,0.001479489805707,0.5513096243951148,0.0681020781479593,0.422666528540351,0.9868308620256344,0.2469758064516128,0.1223126450305585,0.0557451029697327,0.7690702432103746,0.1457968432100435,0.422666528540351,0.3483196794826255,Chad,TCD,TCD,Sub-Saharan Africa,Low income,2026,51.4,12.5,75.0,33.25,62.5,50,64.25,33.25,25.0,75,83.25,25.5,50.0,75.0,0.0,0.0,0.0,25.0,0.0,42.5,12.5,50.0,45.27,0,75,37.44,53.13,65.63,46.63,16.63,25,75,58.25
Afghanistan,AFG,64.068,413.757894705303,5.145,67.536,521.0,27.0161290322581,45.1596908569336,5.93654012680054,26.597,0.2830156509474976,0.0219693168179047,0.0050311083800599,0.3836327105886586,0.44107965766952,0.3367931641115858,0.4758064516129032,0.5842533581723699,0.1524924838827011,0.1709121362458228,0.4812308401246439,0.44107965766952,0.311428779480672,Afghanistan,AFG,AFG,South Asia,Low income,2026,5.0,0.0,25.0,0.0,0.0,0,0.0,0.0,0.0,0,25.0,3.0,0.0,0.0,0.0,0.0,25.0,0.0,0.0,5.0,0.0,0.0,13.23,0,45.83,6.25,37.5,21.88,0,0,0,8.33,12.5
"Yemen, Rep.",YEM,75.328,633.887202451545,4.752,71.388,118.0,0.0,94.6070022583008,60.20214459287705,29.385,0.6130618798136043,0.343282654188705,0.0,0.4991453504063334,0.0,0.266725307866298,0.8820564516129032,0.5106513710494492,0.4781722670011546,0.133362653933149,0.6306177243562286,0.0,0.3105381613226331,"Yemen, Rep.",YEM,YEM,Middle East & North Africa,Low income,2026,19.1,0.0,12.5,25.0,25.0,0,17.75,25.0,25.0,25,35.75,14.25,0.0,25.0,25.0,0.0,25.0,0.0,0.0,5.0,12.5,50.0,22.73,0,56.25,28.13,36.67,34.38,13.31,6.25,12.5,21.88,17.88
"Somalia, Fed. Rep.",SOM,117.1,596.885985135589,20.707,61.388,563.0,19.7080291970803,2.75847005844116,60.20214459287705,24.663,0.0,0.343282654188705,0.2042527587884374,0.1992682999970011,0.3217637419931478,0.3853983412917817,0.4334677419354839,0.2376049939536555,0.1716413270943525,0.2948255500401096,0.2901136786287135,0.3217637419931478,0.2695860744390808,"Somalia, Fed. Rep.",SOM,SOM,Sub-Saharan Africa,Low income,2026,38.33,0.0,50.0,58.25,100.0,25,75.0,0.0,25.0,25,25.0,20.43,0.0,50.0,16.75,75.0,25.0,0.0,0.0,25.0,12.5,0.0,25.23,0,56.25,50,37.5,..,33.33,0,18.75,31.25,0
